Probe Name	 brain_MD_12	 brain_MD_61	 brain_MD_15	 brain_MD_57	 brain_MD_33	 brain_MD_64	 brain_MD_17	 brain_MD_62	 brain_MD_63	 brain_MD_32	 brain_MGlio_1	 brain_MGlio_2	 brain_MGlio_3	 brain_MGlio_4	 brain_MGlio_5	 brain_MGlio_6	 brain_MGlio_7	 brain_MGlio_8	 brain_MGlio_9	 brain_MGlio_10	 brain_Rhab_1	 brain_Rhab_2	 brain_Rhab_3	 brain_Rhab_4	 brain_Rhab_5	 brain_Rhab_6	 brain_Rhab_7	 brain_Rhab_8	 brain_Rhab_9	 brain_Rhab_10	 brain_Ncer_1	 brain_Ncer_2	 brain_Ncer_3	 brain_Ncer_4	 brain_PNET_1	 brain_PNET_2	 brain_PNET_3	 brain_PNET_4	 brain_PNET_5	 brain_PNET_6	 brain_PNET_7	 brain_PNET_8	 
M31210_at	0.5723	 0.4835	 0.3871	 0.3251	 0.3491	 0.6671	 0.5376	 0.3770	 0.3101	 0.4543	 0.4607	 0.4251	 0.3504	 0.3198	 0.4704	 0.3086	 0.5476	 0.3136	 0.3585	 0.3944	 0.4368	 0.4181	 0.4192	 0.4893	 0.5510	 0.4036	 0.4214	 0.3391	 0.3397	 0.2611	 0.5350	 0.5025	 0.4979	 0.6143	 0.5810	 0.6982	 0.4685	 0.4127	 0.4238	 0.6121	 0.6349	 0.5260
M31211_s_at	0.4927	 0.3105	 0.2557	 0.3360	 0.2510	 0.6273	 0.3873	 0.2984	 0.1989	 0.4286	 0.2884	 0.2259	 0.2111	 0.1790	 0.2481	 0.1910	 0.3182	 0.1983	 0.2210	 0.2060	 0.4489	 0.5849	 0.3656	 0.3861	 0.3745	 0.1770	 0.3179	 0.2443	 0.2466	 0.1556	 0.2184	 0.3127	 0.2934	 0.3314	 0.2276	 0.3093	 0.2391	 0.2364	 0.2279	 0.4023	 0.2802	 0.3094
M31241_s_at	1.8017	 1.3969	 1.0504	 1.0060	 1.1317	 2.1561	 1.3176	 1.1674	 0.9084	 1.5918	 1.3749	 1.2677	 0.9437	 0.9074	 1.4070	 0.9765	 1.6086	 0.9195	 1.0785	 1.1488	 1.1666	 1.3042	 1.1599	 1.4685	 1.1859	 1.0857	 1.4874	 0.9236	 0.9240	 0.7950	 1.4529	 1.6332	 1.2113	 1.7231	 1.5473	 2.0424	 1.8617	 1.2336	 1.4660	 1.9459	 1.9653	 1.7429
M31303_rna1_at	0.2954	 0.2432	 0.1765	 0.2085	 0.1599	 0.4074	 0.2708	 0.2245	 0.1108	 0.3276	 0.1739	 0.1411	 0.1248	 0.1047	 0.1859	 0.1212	 0.1814	 0.1213	 0.1246	 0.1297	 0.2818	 0.3301	 0.2536	 0.2515	 0.2759	 0.1154	 0.2530	 0.1331	 0.1534	 0.0900	 0.1685	 0.1846	 0.2074	 0.2203	 0.1558	 0.2059	 0.1135	 0.1543	 0.1222	 0.3277	 0.2127	 0.2012
M31328_at	0.4807	 0.1917	 0.1530	 0.1526	 0.1579	 0.2654	 0.8530	 0.1654	 0.1238	 0.2323	 0.1984	 0.1526	 0.1386	 0.1240	 0.1916	 0.1282	 0.1868	 0.1401	 0.1559	 0.1547	 0.1928	 0.2065	 0.1877	 0.2126	 0.2094	 0.1341	 0.1746	 0.1293	 0.1231	 0.1083	 0.1506	 0.1774	 0.2217	 0.2504	 0.1339	 0.1636	 0.1264	 0.1724	 0.1293	 0.3240	 0.4108	 0.1861
M31423_s_at	2.3152	 1.6929	 2.4070	 1.2073	 1.4888	 2.9141	 1.5921	 1.4232	 1.1165	 1.8158	 1.7942	 1.5277	 1.2482	 1.1704	 1.6845	 1.2336	 2.0093	 1.1416	 1.2151	 1.4060	 1.3554	 1.4828	 1.2709	 1.5723	 1.2805	 1.2730	 1.6723	 1.0762	 1.1350	 0.9589	 1.8723	 1.9812	 1.5486	 1.8712	 2.0318	 2.5474	 1.9777	 1.4797	 1.9634	 2.5307	 2.4823	 1.9552
M31516_s_at	0.6613	 0.5171	 0.4173	 0.3900	 0.4328	 0.7576	 0.5295	 0.4394	 0.3900	 0.6026	 0.5099	 0.4477	 0.3675	 0.3496	 0.5004	 0.3591	 0.5600	 0.4770	 0.3839	 0.4398	 0.4373	 0.5343	 0.4630	 0.5168	 0.4503	 0.4360	 0.5226	 0.4230	 0.3799	 0.2917	 0.5565	 0.5547	 0.4906	 0.6199	 0.6216	 0.7517	 0.5544	 0.4802	 0.4682	 0.6412	 0.7123	 0.5736
M31520_at	0.2661	 0.0973	 0.1814	 0.1990	 0.0919	 0.1766	 0.1460	 0.0815	 0.1766	 0.2812	 0.1411	 0.0639	 0.0656	 0.0608	 0.0993	 0.0687	 0.0953	 0.0975	 0.0655	 0.0837	 0.3054	 0.3389	 0.2892	 0.3022	 0.2814	 0.1443	 0.1931	 0.1338	 0.1647	 0.1219	 0.0661	 0.0830	 0.1303	 0.1355	 0.0690	 0.1047	 0.0542	 0.0909	 0.0613	 0.1188	 0.0808	 0.0887
M31520_rna1_at	11.7799	 9.0942	 7.4905	 7.6132	 7.1379	 14.4030	 8.6386	 6.8394	 6.2701	 10.4993	 8.6346	 8.2258	 6.1751	 5.3546	 8.7206	 6.4888	 9.6634	 5.7960	 6.0443	 7.3657	 6.8947	 7.6684	 7.2959	 8.8876	 6.7368	 7.3189	 9.3698	 6.4803	 6.3120	 4.7858	 9.7008	 10.2630	 8.5172	 10.9816	 10.5024	 12.4109	 13.5512	 8.7468	 10.0491	 11.6878	 13.5028	 10.6853
M31520_rna1_s_at	0.9540	 0.5214	 0.7717	 0.9670	 0.6745	 0.8909	 0.5801	 0.2776	 0.5390	 1.1933	 0.3429	 0.2393	 0.2299	 0.2140	 0.3661	 0.2106	 0.3580	 0.4805	 0.2121	 0.2455	 1.3086	 2.9894	 1.2701	 1.2204	 1.4544	 0.5032	 0.6676	 0.5645	 0.8252	 0.4225	 0.2589	 0.3924	 0.4420	 0.4950	 0.2849	 0.4176	 0.2270	 0.3021	 0.2908	 0.5069	 0.3276	 0.3464
M31523_at	0.6572	 0.4626	 0.3468	 0.4288	 0.3438	 0.8397	 0.4304	 0.3324	 0.3030	 0.5135	 0.3751	 0.3068	 0.2617	 0.2868	 0.3699	 0.3469	 0.4476	 0.2845	 0.3020	 0.2955	 0.5840	 0.7965	 0.5913	 0.5855	 0.5176	 0.3094	 0.5073	 0.3358	 0.3356	 0.2845	 0.3346	 0.3618	 0.3282	 0.3937	 0.3977	 0.4572	 0.3825	 0.3734	 0.3331	 0.5381	 0.3905	 0.4537
M31525_at	0.7390	 0.5678	 0.4087	 0.4194	 0.4320	 0.8619	 0.5838	 0.4462	 0.3272	 0.8009	 0.6390	 0.4476	 0.4038	 0.3063	 0.6815	 0.3211	 0.6416	 0.4057	 0.4108	 0.4165	 0.6671	 0.7046	 0.6041	 0.7488	 0.7231	 0.3499	 0.5278	 0.3723	 0.3360	 0.2613	 0.4139	 0.5262	 0.6100	 0.8000	 0.3833	 0.5416	 0.3619	 0.5146	 0.3783	 0.7233	 0.5670	 0.6379
M31551_s_at	0.8392	 0.7083	 0.5591	 0.5600	 0.6039	 0.9980	 0.7249	 0.6380	 0.4757	 0.8778	 0.7587	 0.6132	 0.5064	 0.4642	 0.7734	 0.5405	 0.7817	 0.5009	 0.5374	 0.5827	 0.7105	 1.1557	 0.6823	 0.8018	 0.7669	 0.5293	 0.8305	 0.5052	 0.4917	 0.3809	 0.6608	 0.7723	 0.7086	 0.8998	 0.7132	 0.8885	 0.7030	 0.6113	 0.6174	 0.8553	 0.8290	 0.8615
M31606_at	0.5727	 0.4449	 0.3159	 0.3578	 0.3438	 0.6783	 0.4402	 0.3618	 0.2636	 0.5574	 0.4603	 0.3455	 0.3166	 0.2510	 0.5076	 0.2719	 0.4639	 0.3268	 0.3291	 0.3216	 0.5485	 0.5382	 0.4988	 0.5766	 0.6169	 0.2822	 0.4275	 0.2933	 0.3031	 0.2089	 0.3787	 0.4047	 0.3911	 0.5686	 0.3092	 0.4384	 0.2792	 0.3888	 0.2860	 0.5229	 0.4075	 0.4921
M31627_at	0.4848	 0.3744	 0.3052	 0.3603	 0.2576	 0.5592	 0.4344	 0.2916	 0.2804	 0.4888	 0.2971	 0.2871	 0.2153	 0.1894	 0.3739	 0.2196	 0.4150	 0.2964	 0.2430	 0.2324	 0.5563	 0.6371	 0.4239	 0.7842	 0.7155	 0.3214	 0.4956	 0.2728	 0.3627	 0.1776	 0.2668	 0.3064	 0.3188	 0.3961	 0.2753	 0.4642	 0.2460	 0.4037	 0.2507	 0.4033	 0.3015	 0.3232
M31642_at	0.5991	 0.5005	 0.4417	 0.4182	 0.3804	 0.8170	 0.5487	 0.4835	 0.3856	 0.5893	 0.4067	 0.3346	 0.3100	 0.2871	 0.4440	 0.2799	 0.5603	 0.4553	 0.3205	 0.3236	 0.6122	 1.3026	 0.8411	 0.9225	 0.8207	 0.4396	 0.6556	 0.3593	 0.4838	 0.2783	 0.4563	 0.5183	 0.6838	 0.6902	 0.4434	 0.5595	 0.3735	 0.5150	 0.3760	 0.6433	 0.5424	 0.4825
M31651_at	0.7779	 0.6149	 0.4545	 0.4632	 0.5095	 0.9565	 0.6036	 0.5167	 0.3922	 0.7526	 0.6553	 0.5033	 0.4210	 0.3699	 0.6533	 0.3359	 0.6787	 0.3883	 0.4478	 0.4792	 0.5575	 0.5860	 0.5441	 0.6394	 0.5506	 0.3997	 0.5342	 0.3961	 0.3536	 0.3199	 0.5501	 0.6512	 0.6401	 0.7947	 0.5205	 0.6623	 0.4798	 0.5300	 0.5352	 0.8389	 0.6463	 0.6970
M31659_at	1.6067	 1.3456	 0.9452	 0.9195	 1.0193	 1.9200	 1.2607	 1.0411	 0.8393	 1.4780	 1.2536	 1.1445	 0.8737	 0.8239	 1.3042	 0.7464	 1.4737	 0.8332	 0.9643	 1.0935	 1.1894	 1.2418	 1.0479	 1.3833	 1.0712	 0.9515	 1.1770	 0.8827	 0.8284	 0.6904	 1.3425	 1.3793	 1.2033	 1.5574	 1.4506	 1.7876	 1.2829	 1.1954	 1.1768	 1.7701	 1.5248	 1.4765
M31661_at	0.8585	 0.7504	 0.5642	 0.5769	 0.5967	 1.2105	 0.7152	 0.5347	 0.4765	 0.8996	 0.7081	 0.6487	 0.5192	 0.4732	 0.7581	 0.4359	 0.7978	 0.4766	 0.5415	 0.6063	 0.6626	 0.6750	 0.5854	 0.7489	 0.6209	 0.5312	 0.6413	 0.5054	 0.4648	 0.4005	 0.7064	 0.7969	 0.7557	 0.9360	 0.7215	 0.9172	 0.6868	 0.6701	 0.6578	 0.9543	 0.8745	 0.8458
M31667_f_at	0.2295	 0.1731	 0.1314	 0.1203	 0.1472	 0.2622	 0.1642	 0.1686	 0.1150	 0.1981	 0.2128	 0.1808	 0.1674	 0.1516	 0.2256	 0.1487	 0.2206	 0.1603	 0.1744	 0.1587	 0.1882	 0.2147	 0.1545	 0.2477	 0.2470	 0.1175	 0.1864	 0.1231	 0.1155	 0.0995	 0.1415	 0.2107	 0.2210	 0.3611	 0.1355	 0.1881	 0.1762	 0.1897	 0.1461	 0.2493	 0.1765	 0.2340
M31682_at	0.3600	 0.2465	 0.1947	 0.1930	 0.2009	 0.3676	 0.6537	 0.2224	 0.1577	 0.2781	 0.2372	 0.2069	 0.1956	 0.1605	 0.2967	 0.1923	 0.2863	 0.1828	 0.1851	 0.1948	 0.4488	 0.2930	 0.2069	 0.2669	 0.2727	 0.1945	 0.2196	 0.1829	 0.2084	 0.1316	 0.2068	 0.2592	 0.2308	 0.3016	 0.1956	 0.2525	 0.1953	 0.3561	 0.2355	 0.3648	 0.2492	 0.3118
M31724_at	0.7032	 0.5054	 0.4135	 0.4161	 0.4327	 0.9206	 0.5722	 0.5791	 0.3949	 0.6880	 0.5570	 0.4712	 0.4241	 0.3570	 0.6653	 0.4268	 0.6145	 0.4267	 0.4022	 0.4266	 0.5241	 0.6267	 0.5679	 0.6799	 0.6904	 0.4145	 0.5487	 0.3122	 0.3741	 0.2928	 0.4408	 0.5127	 0.5472	 0.7384	 0.4536	 0.7121	 0.4950	 0.5654	 0.4580	 0.7329	 0.6478	 0.7269
M31774_s_at	0.9022	 0.7017	 0.5531	 0.5449	 0.5822	 1.0930	 0.7163	 0.6049	 0.4861	 0.8193	 0.7917	 0.6633	 0.5268	 0.4950	 0.9161	 0.5083	 0.8854	 0.5198	 0.5514	 0.6391	 0.8408	 0.7749	 0.8207	 0.9063	 0.7396	 0.5552	 0.7853	 0.5137	 0.5232	 0.4529	 0.7187	 0.8784	 0.7209	 0.9334	 0.7089	 0.9854	 0.7395	 0.7798	 0.7064	 1.0388	 0.9420	 0.9111
M31776_s_at	0.6637	 0.5094	 0.3728	 0.3921	 0.3990	 0.7753	 0.4710	 0.4493	 0.3032	 0.6337	 0.4700	 0.3909	 0.3868	 0.2927	 0.5546	 0.3329	 0.5410	 0.3443	 0.3678	 0.3658	 0.4779	 0.6118	 0.4312	 0.5816	 0.5705	 0.3328	 0.4909	 0.3403	 0.3032	 0.2500	 0.3933	 0.4746	 0.4842	 0.6329	 0.3594	 0.4845	 0.4236	 0.4387	 0.4044	 0.6624	 0.4832	 0.5768
M31899_at	0.8406	 0.6117	 0.5141	 0.5547	 0.5223	 1.0271	 0.6348	 0.6065	 0.4013	 0.8574	 0.6316	 0.4725	 0.4350	 0.4017	 0.6774	 0.4298	 0.6836	 0.4252	 0.4323	 0.4870	 0.7972	 0.9155	 0.7272	 0.7956	 0.8049	 0.4386	 0.6875	 0.4600	 0.4655	 0.3504	 0.5315	 0.6463	 0.7031	 0.8497	 0.5002	 0.6495	 0.4478	 0.5662	 0.4816	 0.8469	 0.6228	 0.6865
M31932_at	0.3924	 0.3186	 0.2365	 0.2559	 0.2544	 0.4783	 0.3208	 0.2756	 0.2043	 0.3815	 0.3682	 0.3012	 0.2651	 0.2245	 0.3878	 0.2364	 0.3899	 0.2760	 0.2652	 0.2619	 0.3453	 0.4331	 0.2681	 0.4525	 0.3871	 0.2343	 0.3774	 0.2302	 0.2213	 0.1693	 0.2639	 0.3452	 0.3392	 0.4517	 0.2689	 0.4009	 0.3794	 0.3262	 0.2391	 0.4162	 0.3442	 0.4606
M31951_at	0.7104	 0.4888	 0.3999	 0.3971	 0.4471	 0.8266	 0.5160	 0.4705	 0.3566	 0.6932	 0.5261	 0.4362	 0.3967	 0.3018	 0.6110	 0.3253	 0.5813	 0.3871	 0.3653	 0.4086	 0.6061	 0.6636	 0.4763	 0.6781	 0.6485	 0.3266	 0.4791	 0.3300	 0.3172	 0.2450	 0.3921	 0.5412	 0.5810	 0.7826	 0.3517	 0.5791	 0.3507	 0.4834	 0.4257	 0.7279	 0.5080	 0.5803
M31994_at	0.1444	 0.1208	 0.1369	 0.1075	 0.1134	 0.1561	 0.1229	 0.1115	 0.0975	 0.1514	 0.1299	 0.1247	 0.1157	 0.1002	 0.1399	 0.1015	 0.1444	 0.1020	 0.1062	 0.1132	 0.1286	 1.2482	 0.1191	 0.1647	 0.2812	 0.1254	 0.1820	 0.1019	 0.1143	 0.0939	 0.1496	 0.1377	 0.2550	 0.2678	 0.1147	 0.1473	 0.1239	 0.1398	 0.1080	 0.1439	 0.1430	 0.1367
M32011_at	0.7972	 0.5737	 0.4986	 0.4626	 0.4913	 0.8981	 0.6241	 0.5724	 0.4257	 0.7417	 0.6144	 0.5747	 0.4595	 0.4405	 0.6604	 0.4372	 0.7379	 0.4999	 0.4664	 0.5347	 0.6587	 0.8379	 0.5602	 0.9064	 0.6641	 0.5534	 0.6350	 0.4548	 0.4482	 0.3410	 0.6009	 0.6678	 0.6438	 0.8246	 0.6407	 0.8067	 0.6357	 0.5763	 0.5849	 0.8502	 0.7743	 0.7545
M32053_at	0.1451	 0.1162	 0.1078	 0.1042	 0.1088	 0.1667	 0.1208	 0.1141	 0.1003	 0.1387	 0.1180	 0.1105	 0.1060	 0.0980	 0.1783	 0.2536	 0.1319	 0.2147	 0.1062	 0.1091	 0.1173	 2.0571	 0.1721	 0.2871	 1.6020	 1.3115	 1.4373	 0.1248	 0.2307	 0.1722	 0.1157	 0.1312	 0.1247	 0.1519	 0.1152	 0.2834	 0.1977	 0.1317	 0.1367	 0.1516	 0.1336	 0.3192
M32304_s_at	0.5771	 0.3076	 0.2503	 0.2692	 0.2549	 0.5286	 0.3755	 0.2885	 0.2194	 0.4237	 0.4898	 0.3313	 0.2907	 0.2403	 0.4931	 0.3418	 0.4968	 0.5573	 0.3038	 0.3650	 0.6439	 0.5583	 0.3156	 0.4699	 0.4804	 0.2975	 0.5991	 0.3196	 0.2653	 0.1655	 0.2567	 0.3027	 0.3146	 0.4294	 0.2564	 0.4087	 0.3223	 0.3419	 0.2788	 0.4529	 0.3780	 0.6030
M32313_at	0.6162	 0.4586	 0.3704	 0.4233	 0.3817	 0.8078	 0.5516	 0.5365	 0.2985	 0.6897	 0.5245	 0.4188	 0.3543	 0.3002	 0.5713	 0.3032	 0.5387	 0.3656	 0.3579	 0.3957	 0.5495	 0.6747	 0.5100	 0.6893	 0.6509	 0.3385	 0.5026	 0.3291	 0.3658	 0.2448	 0.4164	 0.4986	 0.6080	 0.7227	 0.4071	 0.5331	 0.4021	 0.4659	 0.3687	 0.6460	 0.5378	 0.5711
M32315_at	0.8088	 0.5674	 0.4850	 0.5318	 0.5126	 0.9733	 0.6521	 0.5890	 0.4033	 0.7962	 0.5704	 0.5249	 0.4570	 0.3693	 0.6763	 0.4247	 0.6973	 0.4488	 0.4533	 0.4607	 0.7057	 0.7603	 0.6083	 0.8038	 0.7288	 0.6003	 0.5924	 0.4342	 0.4407	 0.3371	 0.4711	 0.6150	 0.6439	 0.8498	 0.4661	 0.7448	 0.5257	 0.5809	 0.5220	 0.8304	 0.6747	 0.7391
M32334_at	0.7519	 0.5281	 0.4523	 0.4462	 0.4612	 0.8789	 0.6299	 0.5333	 0.3445	 0.6969	 0.5166	 0.4827	 0.4098	 0.3332	 0.6256	 0.3386	 0.6967	 0.3822	 0.4053	 0.4232	 0.6764	 0.6804	 0.5254	 0.7091	 0.6389	 0.4792	 0.5299	 0.3714	 0.4440	 0.2792	 0.4652	 0.5550	 0.6327	 0.7885	 0.4601	 0.6490	 0.4789	 0.5058	 0.5008	 0.8649	 0.6385	 0.6525
M32373_at	0.6517	 0.5173	 0.4328	 0.4067	 0.4690	 0.8545	 0.5809	 0.4962	 0.3265	 0.7033	 0.5508	 0.4756	 0.4199	 0.3159	 0.6351	 0.3465	 0.6480	 0.3908	 0.4244	 0.4404	 0.5837	 0.6223	 0.5319	 0.6944	 0.6383	 0.3749	 0.5144	 0.3417	 0.4256	 0.2593	 0.4133	 0.6068	 0.7143	 0.8333	 0.4391	 0.5712	 0.4342	 0.5048	 0.4394	 0.7045	 0.6185	 0.6257
M32402_at	0.7023	 0.5452	 0.4554	 0.4282	 0.5072	 0.9181	 0.5664	 0.4861	 0.3868	 0.7159	 0.5654	 0.5299	 0.4289	 0.3609	 0.6829	 0.3833	 0.6547	 0.4086	 0.4740	 0.4815	 0.5374	 0.5706	 0.5376	 0.7618	 0.5665	 0.4254	 0.5355	 0.3831	 0.4880	 0.3261	 0.5358	 0.7011	 0.6104	 0.7450	 0.5717	 0.6944	 0.5428	 0.5154	 0.6021	 0.8357	 0.7811	 0.6773
M32405_at	0.2400	 0.1546	 0.1845	 0.1965	 0.1771	 0.2679	 0.2085	 0.1130	 0.1532	 0.3001	 0.1738	 0.1059	 0.1123	 0.0932	 0.1818	 0.1144	 0.1878	 0.1830	 0.1094	 0.1121	 0.3073	 0.3490	 0.3166	 0.3263	 0.3407	 0.1332	 0.2181	 0.1595	 0.1677	 0.1178	 0.1121	 0.1586	 0.1514	 0.2018	 0.1322	 0.1711	 0.0913	 0.1478	 0.1065	 0.1957	 0.1192	 0.1466
M32578_at	0.5465	 0.4442	 0.3387	 0.3165	 0.3470	 0.6366	 0.4272	 0.3532	 0.2640	 0.5710	 0.4843	 0.3950	 0.3824	 0.2927	 0.5205	 0.2960	 0.5262	 0.4046	 0.3468	 0.3542	 0.4464	 0.5872	 0.3883	 0.6688	 0.5947	 0.2985	 0.4721	 0.2695	 0.2802	 0.2258	 0.3707	 0.4188	 0.4032	 0.5890	 0.3680	 0.6782	 0.5760	 0.4221	 0.3273	 0.5439	 0.4800	 0.6364
M32598_at	1.0908	 0.8852	 0.6028	 0.6116	 0.7009	 1.3078	 0.8185	 0.6659	 0.4724	 1.0418	 0.8042	 0.6267	 0.5588	 0.4550	 0.9079	 0.4752	 0.8875	 0.5616	 0.6019	 0.6148	 0.8182	 0.8634	 0.7268	 0.9315	 0.8668	 0.5248	 0.7202	 0.5038	 0.4905	 0.4015	 0.7545	 0.9187	 0.8071	 1.0749	 0.7037	 0.9198	 0.6369	 0.6947	 0.6777	 1.1314	 1.0768	 0.8721
M32639_at	1.6949	 1.4922	 1.0494	 1.1862	 1.1877	 2.2602	 1.3672	 1.1138	 0.7997	 1.7962	 1.3356	 1.0700	 0.8460	 0.7986	 1.3291	 0.7883	 1.3972	 0.8652	 0.9721	 0.9992	 1.3507	 1.4535	 1.1716	 1.5502	 1.5139	 0.8654	 1.3277	 0.8557	 0.7498	 0.6008	 1.3081	 1.5907	 1.5235	 2.0132	 1.3828	 1.7440	 1.1762	 1.2405	 1.1664	 1.7714	 1.7677	 1.4686
M32879_at	5.8691	 5.1032	 3.2412	 3.4837	 4.1134	 7.2813	 5.7639	 4.1822	 2.8907	 9.0983	 7.3592	 5.2294	 4.4750	 2.5762	 6.9978	 2.8502	 5.1320	 4.0988	 4.3884	 4.5400	 5.1217	 5.2403	 5.5564	 7.1516	 6.6409	 3.3111	 5.4173	 2.4477	 2.4771	 1.8173	 2.8382	 4.3756	 6.4184	 8.9539	 2.7641	 4.6423	 3.1934	 4.6064	 2.1740	 5.2483	 4.7120	 6.8380
M32879_s_at	0.6903	 0.7269	 0.4515	 0.4460	 0.5511	 0.9075	 0.5633	 0.4610	 0.3538	 0.7081	 0.5902	 0.4719	 0.4214	 0.3494	 0.5958	 0.3727	 0.5628	 0.4137	 0.4363	 0.4695	 0.5190	 0.5308	 0.5235	 0.6198	 0.5157	 0.4106	 0.5861	 0.3878	 0.3308	 0.2642	 0.5121	 0.6385	 0.5838	 0.6980	 0.5169	 0.6687	 0.4640	 0.5207	 0.4711	 0.7301	 0.7847	 0.6564
M32886_at	0.3581	 0.3237	 0.2728	 0.2747	 0.1783	 0.5204	 0.2915	 0.2012	 0.2078	 0.3829	 0.3826	 0.2935	 0.2583	 0.2529	 0.3090	 0.2586	 0.4393	 0.3600	 0.2681	 0.2264	 0.5776	 0.6286	 0.3096	 0.6674	 0.4372	 0.2144	 0.3486	 0.2999	 0.2263	 0.1251	 0.2343	 0.2241	 0.2619	 0.2581	 0.2493	 0.3005	 0.2232	 0.2842	 0.1874	 0.3031	 0.2704	 0.2746
M33195_at	0.4249	 0.3178	 0.2310	 0.2632	 0.2594	 0.4657	 0.3200	 0.2435	 0.1937	 0.3618	 0.2843	 0.2713	 0.2349	 0.1694	 0.4200	 0.2487	 0.4284	 0.3121	 0.2400	 0.2272	 0.6365	 0.5743	 0.3499	 0.5421	 0.5405	 0.3156	 0.3721	 0.2406	 0.2367	 0.1549	 0.2777	 0.3082	 0.2938	 0.3487	 0.2810	 0.5646	 0.2825	 0.2726	 0.2458	 0.3738	 0.3479	 0.4184
M33308_at	0.2502	 0.1372	 0.0952	 0.1207	 0.1049	 0.1874	 0.1269	 0.1098	 0.0927	 0.1372	 0.1191	 0.1078	 0.1026	 0.0951	 0.1612	 0.1224	 0.1681	 0.1623	 0.0969	 0.1025	 0.3500	 0.3510	 0.2832	 0.8230	 0.2955	 0.1710	 0.1895	 0.2464	 0.4485	 0.1013	 0.1082	 0.1170	 0.1266	 0.1446	 0.1129	 0.1554	 0.1018	 0.1913	 0.0999	 0.1437	 0.1367	 0.1411
M33317_f_at	0.6654	 0.6087	 0.3748	 0.3917	 0.4574	 0.8116	 0.5137	 0.4482	 0.3291	 0.6622	 0.6166	 0.4959	 0.4726	 0.3732	 0.7372	 0.4259	 0.6894	 0.4332	 0.4731	 0.4553	 0.6124	 0.6870	 0.5667	 0.7425	 0.7089	 0.3799	 0.5970	 0.3907	 0.3630	 0.2974	 0.4505	 0.5698	 0.5924	 0.8000	 0.4520	 0.6188	 0.5058	 0.5366	 0.4246	 0.7677	 0.5532	 0.7534
M33318_r_at	0.5840	 0.9451	 0.6091	 0.5895	 1.0633	 1.0592	 0.7361	 0.4186	 0.4128	 0.7909	 0.6121	 0.6365	 0.6453	 0.3725	 0.6584	 0.4337	 0.5336	 0.5120	 0.6027	 0.7252	 0.5652	 0.4389	 0.6468	 0.4638	 0.4640	 0.4069	 0.5501	 0.3650	 0.3393	 0.3368	 0.6241	 0.8490	 0.8754	 0.8492	 0.5284	 0.6493	 0.5015	 0.4989	 0.3577	 0.7869	 0.7182	 0.7363
M33336_at	0.4265	 0.2626	 0.2626	 0.2367	 0.1896	 0.4851	 0.3788	 0.3926	 0.1686	 0.4326	 0.3405	 0.2787	 0.2207	 0.2081	 0.3160	 0.2490	 0.3505	 0.2945	 0.3686	 0.1773	 0.5200	 0.7086	 0.4731	 0.7242	 0.6222	 0.1634	 0.5615	 0.2997	 0.2138	 0.1077	 0.1999	 0.1684	 0.3615	 0.3113	 0.1551	 0.2753	 0.1522	 0.3558	 0.1370	 0.3633	 0.2285	 0.2876
M33374_at	0.5557	 0.4148	 0.3190	 0.3277	 0.3190	 0.6764	 0.4379	 0.3087	 0.2394	 0.4652	 0.3593	 0.2965	 0.2583	 0.2198	 0.3916	 0.2311	 0.4237	 0.2758	 0.2809	 0.2985	 0.4544	 0.4787	 0.4253	 0.4868	 0.4209	 0.2607	 0.3790	 0.2667	 0.2560	 0.1870	 0.3398	 0.3848	 0.4206	 0.4283	 0.2954	 0.3806	 0.2556	 0.3289	 0.2828	 0.5164	 0.3795	 0.3875
M33478_at	0.7061	 0.5765	 0.4116	 0.4089	 0.4719	 0.8318	 0.7065	 0.4260	 0.3760	 0.5888	 0.5350	 0.4872	 0.3671	 0.3583	 0.5103	 0.3627	 0.5777	 0.3660	 0.4068	 0.4831	 0.4594	 0.4650	 0.4309	 0.5115	 0.4167	 0.4085	 0.4625	 0.3850	 0.3333	 0.3115	 0.6046	 0.5972	 0.5064	 0.5958	 0.6433	 0.7609	 0.5247	 0.4583	 0.4832	 0.7851	 0.9191	 0.6132
M33493_s_at	0.9854	 0.7475	 0.5107	 0.5112	 0.5756	 1.0832	 0.6477	 0.5839	 0.4327	 0.8472	 0.7004	 0.5776	 0.5238	 0.4438	 0.8363	 0.4445	 0.8249	 0.4939	 0.5497	 0.5468	 0.5864	 0.7037	 0.7868	 0.7777	 0.6879	 0.5253	 0.6665	 0.4857	 0.4207	 0.3784	 0.6097	 0.7866	 0.6350	 0.8347	 0.6087	 0.7865	 0.6643	 0.7268	 0.7265	 1.0038	 0.8545	 0.7511
M33518_at	0.7010	 0.5668	 0.4498	 0.5209	 0.4476	 0.9534	 0.6123	 0.4811	 0.3423	 0.8648	 0.6447	 0.4197	 0.4004	 0.3387	 0.6504	 0.4392	 0.5635	 0.4211	 0.4579	 0.4200	 0.8867	 0.7099	 0.8560	 0.9269	 0.9207	 0.3196	 0.6759	 0.4815	 0.4287	 0.2301	 0.3983	 0.4414	 0.5509	 0.6678	 0.3621	 0.5148	 0.3114	 0.5325	 0.3501	 0.6911	 0.4803	 0.5660
